dataset_version,label,family,split,source,file_title,source_url,image_url,original_url,sha1,mime,width,height,license,license_url,artist,credit,query,review_status
wikimedia-pilot-v0.1,analog_mechanical,manual_sewing_machine,validation,Wikimedia Commons,File:Antique leather sewing machine (42383795960).jpg,https://commons.wikimedia.org/wiki/File:Antique_leather_sewing_machine_(42383795960).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Antique_leather_sewing_machine_%2842383795960%29.jpg/960px-Antique_leather_sewing_machine_%2842383795960%29.jpg,https://upload.wikimedia.org/wikipedia/commons/d/df/Antique_leather_sewing_machine_%2842383795960%29.jpg,5b8b3107f19fcf445ba152cbf4564a3cd9428b94,image/jpeg,3648,5472,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Thomas Quine,Antique leather sewing machine,antique sewing machine,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,manual_sewing_machine,validation,Wikimedia Commons,File:Antique leatherworker's sewing machine (49828606631).jpg,https://commons.wikimedia.org/wiki/File:Antique_leatherworker%27s_sewing_machine_(49828606631).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Antique_leatherworker%27s_sewing_machine_%2849828606631%29.jpg/960px-Antique_leatherworker%27s_sewing_machine_%2849828606631%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/77/Antique_leatherworker%27s_sewing_machine_%2849828606631%29.jpg,cb3a30afa79f94721d60c9aac7bc9c23452da64e,image/jpeg,5472,3648,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Thomas Quine,Antique leatherworker's sewing machine,antique sewing machine,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,manual_sewing_machine,validation,Wikimedia Commons,File:Antique sewing machine (22288137081).jpg,https://commons.wikimedia.org/wiki/File:Antique_sewing_machine_(22288137081).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Antique_sewing_machine_%2822288137081%29.jpg/960px-Antique_sewing_machine_%2822288137081%29.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Antique_sewing_machine_%2822288137081%29.jpg,bec354ac5c148c26641e6b5d9cddd34e68b87b80,image/jpeg,3648,2736,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Thomas Quine,Antique sewing machine,antique sewing machine,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Brunsviga mechanical calculator 2.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Brunsviga_mechanical_calculator_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/2019-08-04_Brunsviga_mechanical_calculator_2.jpg/960px-2019-08-04_Brunsviga_mechanical_calculator_2.jpg,https://upload.wikimedia.org/wikipedia/commons/7/78/2019-08-04_Brunsviga_mechanical_calculator_2.jpg,887db3c868ab0249d74d7af59e2fbb3c03d90717,image/jpeg,4878,2978,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Brunsviga mechanical calculator.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Brunsviga_mechanical_calculator.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/2019-08-04_Brunsviga_mechanical_calculator.jpg/960px-2019-08-04_Brunsviga_mechanical_calculator.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/2019-08-04_Brunsviga_mechanical_calculator.jpg,8944e3cc01675e71a39f8b1ffb5cd46640d036ef,image/jpeg,4018,3456,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Brunsviga Trinks mechanical calculator.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Brunsviga_Trinks_mechanical_calculator.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/2019-08-04_Brunsviga_Trinks_mechanical_calculator.jpg/960px-2019-08-04_Brunsviga_Trinks_mechanical_calculator.jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/2019-08-04_Brunsviga_Trinks_mechanical_calculator.jpg,00e3d2ae4e0f8f96d8427eca3a4c80c900a074e3,image/jpeg,4779,2474,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Hamann mechanical calculator.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Hamann_mechanical_calculator.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/2019-08-04_Hamann_mechanical_calculator.jpg/960px-2019-08-04_Hamann_mechanical_calculator.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/2019-08-04_Hamann_mechanical_calculator.jpg,7823730083b079a8e70e32917c6bd3ab2e8c4f37,image/jpeg,4226,3185,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Mechanical calculator 1.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Mechanical_calculator_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/2019-08-04_Mechanical_calculator_1.jpg/960px-2019-08-04_Mechanical_calculator_1.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/2019-08-04_Mechanical_calculator_1.jpg,ddf0e99c3ad63a42a4cd5e0e612a97cc0807dcc9,image/jpeg,3331,2947,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Mechanical calculator 2.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Mechanical_calculator_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/2019-08-04_Mechanical_calculator_2.jpg/960px-2019-08-04_Mechanical_calculator_2.jpg,https://upload.wikimedia.org/wikipedia/commons/2/28/2019-08-04_Mechanical_calculator_2.jpg,a3de2347af885ea2ae9a6dae29d244580050ab2f,image/jpeg,4379,2682,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Mechanical calculator 3.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Mechanical_calculator_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/2019-08-04_Mechanical_calculator_3.jpg/960px-2019-08-04_Mechanical_calculator_3.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/2019-08-04_Mechanical_calculator_3.jpg,b1df63e876c61d67759e5900344616009b734b02,image/jpeg,3690,2500,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,analog_mechanical,mechanical_calculator,test,Wikimedia Commons,File:2019-08-04 Mechanical calculator Brunsviga 15.jpg,https://commons.wikimedia.org/wiki/File:2019-08-04_Mechanical_calculator_Brunsviga_15.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/2019-08-04_Mechanical_calculator_Brunsviga_15.jpg/960px-2019-08-04_Mechanical_calculator_Brunsviga_15.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0e/2019-08-04_Mechanical_calculator_Brunsviga_15.jpg,5fdce13829d590524b542003b2f75372c8dc13bd,image/jpeg,4538,2861,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Maksym Kozlenko,Own work,mechanical calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:1982 or 1983 solar pocket calculator Canon LS 4 made in Japan.jpg,https://commons.wikimedia.org/wiki/File:1982_or_1983_solar_pocket_calculator_Canon_LS_4_made_in_Japan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/1982_or_1983_solar_pocket_calculator_Canon_LS_4_made_in_Japan.jpg/960px-1982_or_1983_solar_pocket_calculator_Canon_LS_4_made_in_Japan.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/1982_or_1983_solar_pocket_calculator_Canon_LS_4_made_in_Japan.jpg,582a8073d19fde087419c6a5750fcc038062f5bd,image/jpeg,2988,2508,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,R. Henrik Nilsson,Own work,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:American M26.jpg,https://commons.wikimedia.org/wiki/File:American_M26.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/American_M26.jpg/960px-American_M26.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/American_M26.jpg,ee035a3d01fdd199068304c104d4fae2cf47bba4,image/jpeg,3690,4070,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Mister rf,Own work,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:Aurora electronic calculator DT210 08.jpg,https://commons.wikimedia.org/wiki/File:Aurora_electronic_calculator_DT210_08.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Aurora_electronic_calculator_DT210_08.jpg/960px-Aurora_electronic_calculator_DT210_08.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Aurora_electronic_calculator_DT210_08.jpg,256a654f599671fdc0e45f07d57128a7c96969a7,image/jpeg,5184,2592,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Coyau,Own work,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:Aurora electronic calculator DT210 09.jpg,https://commons.wikimedia.org/wiki/File:Aurora_electronic_calculator_DT210_09.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Aurora_electronic_calculator_DT210_09.jpg/960px-Aurora_electronic_calculator_DT210_09.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Aurora_electronic_calculator_DT210_09.jpg,f1d28da16a4a250c0db99814a3cb3bd4637d39bd,image/jpeg,5184,2592,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Coyau,Own work,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:Calculator (2198497019).jpg,https://commons.wikimedia.org/wiki/File:Calculator_(2198497019).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Calculator_%282198497019%29.jpg/960px-Calculator_%282198497019%29.jpg,https://upload.wikimedia.org/wikipedia/commons/3/30/Calculator_%282198497019%29.jpg,a08b6f8c9ade0d7098eb2ca615d812c5205083d3,image/jpeg,3456,2304,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,flamingo331,calcolo,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:Calculator (5639214967).jpg,https://commons.wikimedia.org/wiki/File:Calculator_(5639214967).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Calculator_%285639214967%29.jpg/960px-Calculator_%285639214967%29.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/Calculator_%285639214967%29.jpg,40fbd8812148cb280257e28efa104848a692946c,image/jpeg,5184,3456,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,jakeandlindsay,Calculator,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:Calculator Adler 81S.jpg,https://commons.wikimedia.org/wiki/File:Calculator_Adler_81S.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Calculator_Adler_81S.jpg/960px-Calculator_Adler_81S.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Calculator_Adler_81S.jpg,77e9b9187af51d513dfe0fc6ac5a1bcbdccc5613,image/jpeg,2448,3264,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,NJR ZA,Own work,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,pocket_calculator,train,Wikimedia Commons,File:Calculator Karce KC-108 (1).jpg,https://commons.wikimedia.org/wiki/File:Calculator_Karce_KC-108_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Calculator_Karce_KC-108_%281%29.jpg/960px-Calculator_Karce_KC-108_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fa/Calculator_Karce_KC-108_%281%29.jpg,5d99e57c3bb8f92b4fb25cc5ebdb2614369203d2,image/jpeg,1819,2003,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"I would appreciate being notified if you use my work outside Wikimedia. Do not copy this image illegally by ignoring the terms of the license below, as it is not in the public domain. If you would like special permission to use, license, or purchase the image please contact me to negotiate terms. More of my work can be found in my personal gallery .",Own work This photograph was taken with a Panasonic Lumix DMC-TZ5 This file was uploaded with Commonist .,pocket calculator,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,"File:""The alarm clock"" by Avery Hopwood LCCN98507320.jpg",https://commons.wikimedia.org/wiki/File:%22The_alarm_clock%22_by_Avery_Hopwood_LCCN98507320.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/%22The_alarm_clock%22_by_Avery_Hopwood_LCCN98507320.jpg/960px-%22The_alarm_clock%22_by_Avery_Hopwood_LCCN98507320.jpg,https://upload.wikimedia.org/wikipedia/commons/0/00/%22The_alarm_clock%22_by_Avery_Hopwood_LCCN98507320.jpg,985ee3a3f2c35c69a74f66eec837a847b0467567,image/jpeg,2771,4096,Public domain,,Work Projects Administration Poster Collection,Library of Congress Catalog: http://lccn.loc.gov/98507320 Image download: http://lcweb2.loc.gov/service/pnp/cph/3f00000/3f05000/3f05100/3f05146v.jpg Original url: http://hdl.loc.gov/loc.pnp/cph.3f05146,digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:002 2020 04 21 Uhren fuer den Innenbereich.jpg,https://commons.wikimedia.org/wiki/File:002_2020_04_21_Uhren_fuer_den_Innenbereich.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/002_2020_04_21_Uhren_fuer_den_Innenbereich.jpg/960px-002_2020_04_21_Uhren_fuer_den_Innenbereich.jpg,https://upload.wikimedia.org/wikipedia/commons/3/37/002_2020_04_21_Uhren_fuer_den_Innenbereich.jpg,3aad1cda0aa0ec32e8a7c1c8761210e1fca50b08,image/jpeg,2143,2333,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Friedrich Haag,Self-photographed,digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:12-hour digital clock radio.JPG,https://commons.wikimedia.org/wiki/File:12-hour_digital_clock_radio.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/12-hour_digital_clock_radio.JPG/960px-12-hour_digital_clock_radio.JPG,https://upload.wikimedia.org/wikipedia/commons/2/24/12-hour_digital_clock_radio.JPG,c5f223bd68aff40531d6a2ddeb64903578ee641c,image/jpeg,2048,1536,Public domain,,Zginder,Self-photographed,digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:2019120303 Casio ProTrek PRW 60Y-1AER display alarm 2019.jpg,https://commons.wikimedia.org/wiki/File:2019120303_Casio_ProTrek_PRW_60Y-1AER_display_alarm_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/2019120303_Casio_ProTrek_PRW_60Y-1AER_display_alarm_2019.jpg/960px-2019120303_Casio_ProTrek_PRW_60Y-1AER_display_alarm_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6a/2019120303_Casio_ProTrek_PRW_60Y-1AER_display_alarm_2019.jpg,d09d94f1d4f86294520417f3be74de6abf34ba00,image/jpeg,6016,4000,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,VSchagow,Own work,digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:A digital alarm clock in Glasgow (cropped).jpg,https://commons.wikimedia.org/wiki/File:A_digital_alarm_clock_in_Glasgow_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/A_digital_alarm_clock_in_Glasgow_%28cropped%29.jpg/960px-A_digital_alarm_clock_in_Glasgow_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/4/43/A_digital_alarm_clock_in_Glasgow_%28cropped%29.jpg,65804025e23a81f2f5e949105c8acb728d47473f,image/jpeg,1734,1500,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Tbatb,Own work,digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:A digital alarm clock in Glasgow.jpg,https://commons.wikimedia.org/wiki/File:A_digital_alarm_clock_in_Glasgow.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/A_digital_alarm_clock_in_Glasgow.jpg/960px-A_digital_alarm_clock_in_Glasgow.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/A_digital_alarm_clock_in_Glasgow.jpg,e48b20d7a3bb8ef4bda7d911e1c8e6df2143faf2,image/jpeg,3257,2724,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Tbatb,Own work,digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:A toddler in a high chair holding an alarm clock - DPLA - 2d85bd4f25f23112128db04fb76d2885.jpg,https://commons.wikimedia.org/wiki/File:A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_2d85bd4f25f23112128db04fb76d2885.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_2d85bd4f25f23112128db04fb76d2885.jpg/960px-A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_2d85bd4f25f23112128db04fb76d2885.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ef/A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_2d85bd4f25f23112128db04fb76d2885.jpg,f90d1b714e96cca0eedc483f8517297485561d3a,image/jpeg,4413,6323,Public domain,,"Sanromá, John B., 1900-1997","This file was contributed to Wikimedia Commons by Boston Public Library as part of a cooperation project. The donation was facilitated by the Digital Public Library of America . Record in source catalog DPLA identifier: 2d85bd4f25f23112128db04fb76d2885 Boston Public Library identifier: Local other: 2A-22, 22_03_02A_022_0006",digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_clock,train,Wikimedia Commons,File:A toddler in a high chair holding an alarm clock - DPLA - 751ad4e2c089e4a5befd3b2c2e7b6237.jpg,https://commons.wikimedia.org/wiki/File:A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_751ad4e2c089e4a5befd3b2c2e7b6237.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_751ad4e2c089e4a5befd3b2c2e7b6237.jpg/960px-A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_751ad4e2c089e4a5befd3b2c2e7b6237.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cf/A_toddler_in_a_high_chair_holding_an_alarm_clock_-_DPLA_-_751ad4e2c089e4a5befd3b2c2e7b6237.jpg,7fad4dc688a6f8b8b60431203643d4c27a7a5c59,image/jpeg,4413,6323,Public domain,,"Sanromá, John B., 1900-1997","This file was contributed to Wikimedia Commons by Boston Public Library as part of a cooperation project. The donation was facilitated by the Digital Public Library of America . Record in source catalog DPLA identifier: 751ad4e2c089e4a5befd3b2c2e7b6237 Boston Public Library identifier: Local other: 2A-22, 22_03_02A_022_0005",digital alarm clock,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:12 MP digital camera - red.jpg,https://commons.wikimedia.org/wiki/File:12_MP_digital_camera_-_red.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/12_MP_digital_camera_-_red.jpg/960px-12_MP_digital_camera_-_red.jpg,https://upload.wikimedia.org/wikipedia/commons/7/76/12_MP_digital_camera_-_red.jpg,009ccf75136c6bddebadd3766022d95f681c984d,image/jpeg,1879,1151,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Packer1028,Own work,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:2008-02-07 a Sony digital compact camera.jpg,https://commons.wikimedia.org/wiki/File:2008-02-07_a_Sony_digital_compact_camera.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/2008-02-07_a_Sony_digital_compact_camera.jpg/960px-2008-02-07_a_Sony_digital_compact_camera.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/2008-02-07_a_Sony_digital_compact_camera.jpg,b5d55bdcfdf1303ecdabad41efc9755bad7da37d,image/jpeg,3888,2592,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,Pascal Terjan,https://www.flickr.com/photos/cmoi/2305309898/,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:2012-12-26 12-44-44-p7100-dcr-250.jpg,https://commons.wikimedia.org/wiki/File:2012-12-26_12-44-44-p7100-dcr-250.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/2012-12-26_12-44-44-p7100-dcr-250.jpg/960px-2012-12-26_12-44-44-p7100-dcr-250.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3d/2012-12-26_12-44-44-p7100-dcr-250.jpg,51df6591431833f227f41b3a6cbca11bf4e4dc14,image/jpeg,2531,2246,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,Thomas Bresson,Own work,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:A teacher of Baozhong Junior High School photographing with a compact digital camera 20120330.jpg,https://commons.wikimedia.org/wiki/File:A_teacher_of_Baozhong_Junior_High_School_photographing_with_a_compact_digital_camera_20120330.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/A_teacher_of_Baozhong_Junior_High_School_photographing_with_a_compact_digital_camera_20120330.jpg/960px-A_teacher_of_Baozhong_Junior_High_School_photographing_with_a_compact_digital_camera_20120330.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3c/A_teacher_of_Baozhong_Junior_High_School_photographing_with_a_compact_digital_camera_20120330.jpg,59c84697466c1c1e73e48420ea4aa3219f96d665,image/jpeg,1920,1278,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,褒忠國中 雲端網,https://www.flickr.com/photos/pcjh/6891900104/,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:Adapted Lens on Mirrorless Camera.jpg,https://commons.wikimedia.org/wiki/File:Adapted_Lens_on_Mirrorless_Camera.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Adapted_Lens_on_Mirrorless_Camera.jpg/960px-Adapted_Lens_on_Mirrorless_Camera.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Adapted_Lens_on_Mirrorless_Camera.jpg,0576ed02a81d366b53175861af0aeb77df94503f,image/jpeg,4209,3999,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Hallo3800,Own work,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:BELL+HOWELL Digital Camera.jpg,https://commons.wikimedia.org/wiki/File:BELL%2BHOWELL_Digital_Camera.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/BELL%2BHOWELL_Digital_Camera.jpg/960px-BELL%2BHOWELL_Digital_Camera.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/BELL%2BHOWELL_Digital_Camera.jpg,075cb28204a1f21c9ea1f80f959ad576f31ecf29,image/jpeg,3008,2232,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Indiana jo,Own work,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:Bridge Camera at Bic Camera Namba1.jpg,https://commons.wikimedia.org/wiki/File:Bridge_Camera_at_Bic_Camera_Namba1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Bridge_Camera_at_Bic_Camera_Namba1.jpg/960px-Bridge_Camera_at_Bic_Camera_Namba1.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/Bridge_Camera_at_Bic_Camera_Namba1.jpg,886b578dd43264647b5469e70327a4060036ae10,image/jpeg,4320,3240,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Mr.ちゅらさん,Own work,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,digital_camera,train,Wikimedia Commons,File:Canon EOS R5.jpg,https://commons.wikimedia.org/wiki/File:Canon_EOS_R5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Canon_EOS_R5.jpg/960px-Canon_EOS_R5.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Canon_EOS_R5.jpg,619ddac79006a353fa5e36a71361889b7e6a030a,image/jpeg,5257,3505,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Harrison Jones,Own work,compact digital camera,weak-label-needs-review
wikimedia-pilot-v0.1,digital_electronic,remote_control,train,Wikimedia Commons,"File:1 EOD Regiment RLC, with Fire Service Rescue Crew and a CUTLASS Remote Controlled Vehicle MOD 45159566.jpg","https://commons.wikimedia.org/wiki/File:1_EOD_Regiment_RLC,_with_Fire_Service_Rescue_Crew_and_a_CUTLASS_Remote_Controlled_Vehicle_MOD_45159566.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/1_EOD_Regiment_RLC%2C_with_Fire_Service_Rescue_Crew_and_a_CUTLASS_Remote_Controlled_Vehicle_MOD_45159566.jpg/960px-1_EOD_Regiment_RLC%2C_with_Fire_Service_Rescue_Crew_and_a_CUTLASS_Remote_Controlled_Vehicle_MOD_45159566.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5c/1_EOD_Regiment_RLC%2C_with_Fire_Service_Rescue_Crew_and_a_CUTLASS_Remote_Controlled_Vehicle_MOD_45159566.jpg,7a6eb2ae7e0e3af96a2dabec6ced9a77f378559f,image/jpeg,3000,2002,OGL v1.0,http://NationalArchives.gov.uk/doc/open-government-licence/version/1/,CPL Jonathan Lee van Zyl,Photo http://www.defenceimagery.mod.uk/fotoweb/fwbin/download.dll/45153802.jpg Metadata source: http://www.defenceimagery.mod.uk/fotoweb/fwbin/fotoweb_isapi.dll/ArchiveAgent/5042/Search?FileInfo=1&amp;MetaData=1&amp;Search=45159566.jpg,electronic remote control,weak-label-needs-review
